codelist_code,term_code,term_value,collected_value,term_preferred_term,term_synonyms
C74456,C201435,POSTERIOR LIMB OF INTERNAL CAPSULE,POSTERIOR LIMB OF INTERNAL CAPSULE,Posterior Limb of Internal Capsule,Occipital Part of Internal Capsule; Posterior Limb of Internal Capsule
C74456,C142303,POSTERIOR POLE OF THE EYE,POSTERIOR POLE OF THE EYE,Posterior Pole of the Eye,
C74456,C139206,POSTERIOR SUPERIOR ILIAC SPINE,POSTERIOR SUPERIOR ILIAC SPINE,Posterior Superior Iliac Spine,
C74456,C12826,POSTERIOR TIBIAL ARTERY,POSTERIOR TIBIAL ARTERY,Posterior Tibial Artery,
C74456,C33386,POSTERIOR TIBIAL VEIN,POSTERIOR TIBIAL VEIN,Posterior Tibial Vein,
C74456,C116170,POSTEROLATERAL SEGMENTAL ARTERY,POSTEROLATERAL SEGMENTAL ARTERY,Posterolateral Coronary Artery,
C74456,C103429,PREAURICULAR LYMPH NODE,PREAURICULAR LYMPH NODE,Preauricular Lymph Node,
C74456,C33393,PRECENTRAL GYRUS,PRECENTRAL GYRUS,Precentral Gyrus,
C74456,C112399,PRECUNEUS,PRECUNEUS,Precuneus,
C74456,C154779,PREFRONTAL CORTEX,PREFRONTAL CORTEX,Prefrontal Cortex,
C74456,C147454,PRELARYNGEAL LYMPH NODE,PRELARYNGEAL LYMPH NODE,Prelaryngeal Lymph Node,
C74456,C186134,PREMAXILLA BONE,PREMAXILLA BONE,Premaxilla Bone,
C74456,C225652,PREPATELLAR BURSA,PREPATELLAR BURSA,Prepatellar Bursa,
C74456,C79432,PREPUTIAL GLAND,PREPUTIAL GLAND,Preputial Gland,
C74456,C154775,PRESACRAL LYMPH NODE,PRESACRAL LYMPH NODE,Presacral Lymph Node,
C74456,C132414,PRESACRAL SPACE,PRESACRAL SPACE,Presacral Space,
C74456,C186135,PRESPHENOID BONE,PRESPHENOID BONE,Presphenoid Bone,
C74456,C147455,PRETRACHEAL LYMPH NODE,PRETRACHEAL LYMPH NODE,Pretracheal Lymph Node,
C74456,C225653,PREVESICAL LYMPH NODE,PREVESICAL LYMPH NODE,Prevesical Lymph Node,
C74456,C97340,PRIMARY VISUAL CORTEX,PRIMARY VISUAL CORTEX,Primary Visual Cortex,
C74456,C166001,PROCERUS MUSCLE,PROCERUS MUSCLE,Procerus Muscle,
C74456,C32436,PROFUNDA FEMORIS ARTERY,PROFUNDA FEMORIS ARTERY,Deep Femoral Artery,
C74456,C154776,PROFUNDA FEMORIS VEIN,PROFUNDA FEMORIS VEIN,Deep Femoral Vein,Deep Femoral Vein
C74456,C150854,PRONATOR QUADRATUS MUSCLE,PRONATOR QUADRATUS MUSCLE,Pronator Quadratus Muscle,
C74456,C53174,PRONATOR TERES MUSCLE,PRONATOR TERES MUSCLE,Pronator Teres Muscle,
C74456,C90348,PROSTATE BED,PROSTATE BED,Prostate Bed,
C74456,C12410,PROSTATE GLAND,PROSTATE GLAND,Prostate Gland,
C74456,C13092,"PROSTATE GLAND, LATERAL LOBE","PROSTATE GLAND, LATERAL LOBE",Lateral Lobe of the Prostate,Lateral Lobe of the Prostate
C74456,C13094,"PROSTATE GLAND, MIDDLE LOBE","PROSTATE GLAND, MIDDLE LOBE",Middle Lobe of the Prostate,Middle Lobe of the Prostate
C74456,C13093,"PROSTATE GLAND, POSTERIOR LOBE","PROSTATE GLAND, POSTERIOR LOBE",Posterior Lobe of the Prostate,Posterior Lobe of the Prostate
C74456,C102331,PROXIMAL CIRCUMFLEX ARTERY,PROXIMAL CIRCUMFLEX ARTERY,Proximal Circumflex Artery,PCIRC; PROXIMAL CIRCUMFLEX ARTERY SEGMENT
C74456,C114205,PROXIMAL INTERPHALANGEAL JOINT 2 OF THE FOOT,PROXIMAL INTERPHALANGEAL JOINT 2 OF THE FOOT,Proximal Interphalangeal Joint 2 of the Foot,PIP2 of the Foot
C74456,C114194,PROXIMAL INTERPHALANGEAL JOINT 2 OF THE HAND,PROXIMAL INTERPHALANGEAL JOINT 2 OF THE HAND,Proximal Interphalangeal Joint 2 of the Hand,PIP2 of the Hand
C74456,C102332,PROXIMAL INTERPHALANGEAL JOINT 2,PROXIMAL INTERPHALANGEAL JOINT 2,Proximal Interphalangeal Joint 2,PIP2
C74456,C114206,PROXIMAL INTERPHALANGEAL JOINT 3 OF THE FOOT,PROXIMAL INTERPHALANGEAL JOINT 3 OF THE FOOT,Proximal Interphalangeal Joint 3 of the Foot,PIP3 of the Foot
C74456,C114195,PROXIMAL INTERPHALANGEAL JOINT 3 OF THE HAND,PROXIMAL INTERPHALANGEAL JOINT 3 OF THE HAND,Proximal Interphalangeal Joint 3 of the Hand,PIP3 of the Hand
C74456,C102333,PROXIMAL INTERPHALANGEAL JOINT 3,PROXIMAL INTERPHALANGEAL JOINT 3,Proximal Interphalangeal Joint 3,PIP3
C74456,C114207,PROXIMAL INTERPHALANGEAL JOINT 4 OF THE FOOT,PROXIMAL INTERPHALANGEAL JOINT 4 OF THE FOOT,Proximal Interphalangeal Joint 4 of the Foot,PIP4 of the Foot
C74456,C114196,PROXIMAL INTERPHALANGEAL JOINT 4 OF THE HAND,PROXIMAL INTERPHALANGEAL JOINT 4 OF THE HAND,Proximal Interphalangeal Joint 4 of the Hand,PIP4 of the Hand
C74456,C102334,PROXIMAL INTERPHALANGEAL JOINT 4,PROXIMAL INTERPHALANGEAL JOINT 4,Proximal Interphalangeal Joint 4,PIP4
C74456,C114208,PROXIMAL INTERPHALANGEAL JOINT 5 OF THE FOOT,PROXIMAL INTERPHALANGEAL JOINT 5 OF THE FOOT,Proximal Interphalangeal Joint 5 of the Foot,PIP5 of the Foot
C74456,C114197,PROXIMAL INTERPHALANGEAL JOINT 5 OF THE HAND,PROXIMAL INTERPHALANGEAL JOINT 5 OF THE HAND,Proximal Interphalangeal Joint 5 of the Hand,PIP5 of the Hand
C74456,C102335,PROXIMAL INTERPHALANGEAL JOINT 5,PROXIMAL INTERPHALANGEAL JOINT 5,Proximal Interphalangeal Joint 5,PIP5
C74456,C102336,PROXIMAL LAD ARTERY,PROXIMAL LAD ARTERY,Proximal Left Anterior Descending Artery,PLAD; PROXIMAL LAD ARTERY SEGMENT
C74456,C150848,PROXIMAL PHALANX 1 OF THE HAND,PROXIMAL PHALANX 1 OF THE HAND,Hand Digit 1 Proximal Phalanx,
C74456,C142304,PROXIMAL PHALANX 2 OF THE HAND,PROXIMAL PHALANX 2 OF THE HAND,Hand Digit 2 Proximal Phalanx,
C74456,C142305,PROXIMAL PHALANX 3 OF THE HAND,PROXIMAL PHALANX 3 OF THE HAND,Hand Digit 3 Proximal Phalanx,
C74456,C142306,PROXIMAL PHALANX 4 OF THE HAND,PROXIMAL PHALANX 4 OF THE HAND,Hand Digit 4 Proximal Phalanx,
C74456,C142307,PROXIMAL PHALANX 5 OF THE HAND,PROXIMAL PHALANX 5 OF THE HAND,Hand Digit 5 Proximal Phalanx,
C74456,C102337,PROXIMAL RIGHT CORONARY ARTERY CONDUIT,PROXIMAL RIGHT CORONARY ARTERY CONDUIT,Proximal Right Coronary Artery Conduit,PRCA; PROXIMAL RIGHT CORONARY ARTERY CONDUIT SEGMENT
C74456,C115335,PROXIMAL URETHRA,PROXIMAL URETHRA,Proximal Urethra,
C74456,C33423,PUBIC BONE,PUBIC BONE,Pubic Bone,Pubis
C74456,C33425,PUBIC SYMPHYSIS,PUBIC SYMPHYSIS,Pubic Symphysis,Symphysis Pubis
C74456,C12774,PULMONARY ARTERY BRANCH,PULMONARY ARTERY BRANCH,Pulmonary Artery,
C74456,C225654,PULMONARY INTERLOBAR LYMPH NODE,PULMONARY INTERLOBAR LYMPH NODE,Pulmonary Interlobar Lymph Node,
C74456,C225655,PULMONARY LIGAMENT LYMPH NODE,PULMONARY LIGAMENT LYMPH NODE,Pulmonary Ligament Lymph Node,
C74456,C225656,PULMONARY LOBAR LYMPH NODE,PULMONARY LOBAR LYMPH NODE,Pulmonary Lobar Lymph Node,
C74456,C191304,PULMONARY LYMPH NODE,PULMONARY LYMPH NODE,Pulmonary Lymph Node,
C74456,C225657,PULMONARY SEGMENTAL LYMPH NODE,PULMONARY SEGMENTAL LYMPH NODE,Pulmonary Segmental Lymph Node,
C74456,C225658,PULMONARY SUBSEGMENTAL LYMPH NODE,PULMONARY SUBSEGMENTAL LYMPH NODE,Pulmonary Subsegmental Lymph Node,
C74456,C116918,PULMONARY TRUNK,PULMONARY TRUNK,Pulmonary Trunk,Main Pulmonary Artery
C74456,C12775,PULMONARY VALVE,PULMONARY VALVE,Pulmonary Valve,
C74456,C127673,"PULMONARY VALVE, ANTERIOR CUSP","PULMONARY VALVE, ANTERIOR CUSP",Anterior Cusp of the Pulmonary Valve,"Pulmonary Valve, Anterior Semilunar Cusp"
C74456,C127674,"PULMONARY VALVE, LEFT CUSP","PULMONARY VALVE, LEFT CUSP",Left Cusp of the Pulmonary Valve,"Pulmonary Valve, Left Semilunar Cusp"
C74456,C127675,"PULMONARY VALVE, RIGHT CUSP","PULMONARY VALVE, RIGHT CUSP",Right Cusp of the Pulmonary Valve,"Pulmonary Valve, Right Semilunar Cusp"
C74456,C12776,PULMONARY VEIN,PULMONARY VEIN,Pulmonary Vein,
C74456,C33429,PUPIL,PUPIL,Pupil,
C74456,C12452,PUTAMEN,PUTAMEN,Putamen,Putamen
C74456,C33433,PYLORIC SPHINCTER,PYLORIC SPHINCTER,Pyloric Sphincter,Pyloric Sphincter
C74456,C12260,PYLORUS,PYLORUS,Pylorus,
C74456,C142308,"PYRAMIDAL TRACTS, BRAINSTEM","PYRAMIDAL TRACTS, BRAINSTEM",Brainstem Portion of the Pyramidal Tracts,
C74456,C142309,"PYRAMIDAL TRACTS, INTERNAL CAPSULE","PYRAMIDAL TRACTS, INTERNAL CAPSULE",Internal Capsule of the Pyramidal Tracts,
C74456,C33441,QUADRICEPS MUSCLE,QUADRICEPS MUSCLE,Quadriceps Muscle of the Thigh,
C74456,C12838,RADIAL ARTERY,RADIAL ARTERY,Radial Artery,Radial Artery
C74456,C52812,RADIAL NERVE,RADIAL NERVE,Radial Nerve,
C74456,C187836,RADIAL SULCUS,RADIAL SULCUS,Radial Sulcus,Musculospiral Groove; Radial Groove; Spiral Groove
C74456,C120674,RADIUS SHAFT,RADIUS SHAFT,Radius Shaft,
C74456,C12777,RADIUS,RADIUS,Radius Bone,
C74456,C142310,RADIUS-LUNATE JOINT,RADIUS-LUNATE JOINT,Radius-Lunate Joint,
C74456,C102338,RAMUS INTERMEDIUS ARTERY,RAMUS INTERMEDIUS ARTERY,Ramus Intermedius Artery,RAMUS; RAMUS ARTERY; RAMUS INTERMEDIUS ARTERY SEGMENT
C74456,C97335,RAPHE,RAPHE,Raphe Nuclei,
C74456,C33447,RECTO-UTERINE POUCH,RECTO-UTERINE POUCH,Recto-Vaginal Pouch,
C74456,C54188,RECTOSIGMOID JUNCTION,RECTOSIGMOID JUNCTION,Rectosigmoid Region,
C74456,C142311,RECTOVAGINAL SPACE,RECTOVAGINAL SPACE,Rectovaginal Space,
C74456,C12390,RECTUM,RECTUM,Rectum,
C74456,C225659,"RECTUM, LOWER THIRD","RECTUM, LOWER THIRD",Lower Third of Rectum,
C74456,C225660,"RECTUM, MIDDLE THIRD","RECTUM, MIDDLE THIRD",Middle Third of Rectum,
C74456,C225661,"RECTUM, UPPER THIRD","RECTUM, UPPER THIRD",Upper Third of Rectum,
C74456,C53175,RECTUS FEMORIS MUSCLE,RECTUS FEMORIS MUSCLE,Rectus Femoris,
C74456,C49018,REGIONAL LYMPH NODE,REGIONAL LYMPH NODE,Regional Lymph Node,
C74456,C12778,RENAL ARTERY,RENAL ARTERY,Renal Artery,
C74456,C131138,RENAL BED,RENAL BED,Renal Bed,Kidney Bed
C74456,C142312,RENAL FOSSA,RENAL FOSSA,Renal Fossa,
C74456,C33460,RENAL PAPILLA,RENAL PAPILLA,Renal Papilla,
C74456,C12887,RENAL PELVIS,RENAL PELVIS,Renal Pelvis,
C74456,C33462,RENAL VEIN,RENAL VEIN,Renal Vein,
C74456,C12779,RESPIRATORY SYSTEM,RESPIRATORY SYSTEM,Respiratory System,
C74456,C12343,RETINA,RETINA,Retina,Retina
C74456,C52997,RETINAL ARTERY,RETINAL ARTERY,Retinal Artery,
C74456,C32953,RETINAL NERVE FIBER LAYER,RETINAL NERVE FIBER LAYER,Layer of the Ophthalmic Nerve Fibers,
C74456,C33470,RETINAL PIGMENTED EPITHELIAL LAYER,RETINAL PIGMENTED EPITHELIAL LAYER,Retinal Pigment Epithelium,
C74456,C53063,RETINAL VEIN,RETINAL VEIN,Retinal Vein,
C74456,C54155,RETRO-ORBITAL REGION,RETRO-ORBITAL REGION,Retro-Orbital Region,Retro-Orbital Area
C74456,C142313,RETROAURICULAR LYMPH NODE,RETROAURICULAR LYMPH NODE,Retroauricular Lymph Node,Mastoid Lymph Node; Posterior Auricular Lymph Node
C74456,C103439,RETROCRURAL LYMPH NODE,RETROCRURAL LYMPH NODE,Retrocrural Lymph Node,
C74456,C98189,RETROPERITONEAL LYMPH NODE,RETROPERITONEAL LYMPH NODE,Retroperitoneal Lymph Node,
C74456,C12298,RETROPERITONEUM,RETROPERITONEUM,Retroperitoneum,
C74456,C77649,RETROPHARYNGEAL LYMPH NODE,RETROPHARYNGEAL LYMPH NODE,Retropharyngeal Lymph Node,Suprapharyngeal Lymph Node
C74456,C209626,RETROSTERNAL LYMPH NODE,RETROSTERNAL LYMPH NODE,Retrosternal Lymph Node,
C74456,C225662,RETROTRACHEAL LYMPH NODE,RETROTRACHEAL LYMPH NODE,Retrotracheal Lymph Node,
C74456,C186136,RHOMBOID MAJOR MUSCLE,RHOMBOID MAJOR MUSCLE,Rhomboid Major Muscle,
C74456,C186137,RHOMBOID MINOR MUSCLE,RHOMBOID MINOR MUSCLE,Rhomboid Minor Muscle,
C74456,C52770,RIB 1,RIB 1,Rib 1,Rib 1
C74456,C52769,RIB 10,RIB 10,Rib 10,Rib 10
C74456,C52768,RIB 11,RIB 11,Rib 11,Rib 11
C74456,C52767,RIB 12,RIB 12,Rib 12,Rib 12
C74456,C52766,RIB 2,RIB 2,Rib 2,Rib 2
C74456,C52765,RIB 3,RIB 3,Rib 3,Rib 3
C74456,C52764,RIB 4,RIB 4,Rib 4,Rib 4
C74456,C52763,RIB 5,RIB 5,Rib 5,Rib 5
C74456,C52762,RIB 6,RIB 6,Rib 6,Rib 6
C74456,C52761,RIB 7,RIB 7,Rib 7,Rib 7
C74456,C52760,RIB 8,RIB 8,Rib 8,Rib 8
C74456,C52759,RIB 9,RIB 9,Rib 9,Rib 9
C74456,C12782,RIB,RIB,Rib,
C74456,C102339,RIGHT ATRIAL ENDOCARDIUM,RIGHT ATRIAL ENDOCARDIUM,Right Atrial Endocardium,
C74456,C116169,RIGHT CORONARY ARTERY OSTIUM,RIGHT CORONARY ARTERY OSTIUM,Right Coronary Artery Ostium,
C74456,C102340,"RIGHT CORONARY ARTERY, RIGHT POSTERIOR DESCENDING, RIGHT POSTERIOLATERAL AND ACUTE MARGINAL BRANCHES","RIGHT CORONARY ARTERY, RIGHT POSTERIOR DESCENDING, RIGHT POSTERIOLATERAL AND ACUTE MARGINAL BRANCHES",Right Coronary Artery and its Branches,
C74456,C102341,RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY,RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY,Right Posterior Atrioventricular Artery,RIGHT POSTERIOR ATRIOVENTRICULAR ARTERY SEGMENT; RPAV
C74456,C102342,RIGHT POSTERIOR DESCENDING ARTERY,RIGHT POSTERIOR DESCENDING ARTERY,Right Posterior Descending Artery,RIGHT POSTERIOR DESCENDING ARTERY SEGMENT; RPDA
C74456,C116171,RIGHT VENTRICULAR BRANCH,RIGHT VENTRICULAR BRANCH,Right Ventricular Branch of Right Coronary Artery,
C74456,C102343,RIGHT VENTRICULAR ENDOCARDIUM,RIGHT VENTRICULAR ENDOCARDIUM,Right Ventricular Endocardium,
C74456,C12319,ROUND LIGAMENT,ROUND LIGAMENT,Round Ligament,
C74456,C225663,S1 DERMATOME,S1 DERMATOME,S1 Dermatome,S1 Nerve Root Dermatome
C74456,C225664,S2 DERMATOME,S2 DERMATOME,S2 Dermatome,S2 Nerve Root Dermatome
C74456,C225665,S3 DERMATOME,S3 DERMATOME,S3 Dermatome,S3 Nerve Root Dermatome
C74456,C225666,S4 DERMATOME,S4 DERMATOME,S4 Dermatome,S4 Nerve Root Dermatome
C74456,C225667,S5 DERMATOME,S5 DERMATOME,S5 Dermatome,S5 Nerve Root Dermatome
C74456,C105447,SACRAL TUBEROSITY,SACRAL TUBEROSITY,Sacral Tuberosity,
C74456,C12853,SACRAL VERTEBRA,SACRAL VERTEBRA,Sacral Vertebra,
C74456,C33507,SACROILIAC JOINT,SACROILIAC JOINT,Sacroiliac Joint,Sacroiliac Joint
C74456,C33508,SACRUM,SACRUM,Sacrum,Sacrum
C74456,C12426,SALIVARY GLAND,SALIVARY GLAND,Salivary Gland,
C74456,C12234,"SALIVARY GLAND, SUBLINGUAL","SALIVARY GLAND, SUBLINGUAL",Sublingual Salivary Gland,
C74456,C33511,SAPHENOUS VEIN,SAPHENOUS VEIN,Saphenous Vein,Saphenous Vein
C74456,C33515,SARTORIUS MUSCLE,SARTORIUS MUSCLE,Sartorius Muscle,
C74456,C89780,SCALENE LYMPH NODE,SCALENE LYMPH NODE,Scalene Lymph Node,Inferior Deep Cervical Lymph Node
C74456,C89807,SCALP,SCALP,Scalp,
C74456,C12854,SCAPHOID BONE,SCAPHOID BONE,Scaphoid Bone,Scaphoid Bone
C74456,C127676,SCAPHOID-CAPITATE JOINT,SCAPHOID-CAPITATE JOINT,Scaphoid-Capitate Joint,
C74456,C142314,SCAPHOID-LUNATE JOINT,SCAPHOID-LUNATE JOINT,Scaphoid-Lunate Joint,
C74456,C127677,SCAPHOID-LUNATE-CAPITATE JOINT,SCAPHOID-LUNATE-CAPITATE JOINT,Scaphoid-Lunate-Capitate Joint,
C74456,C142315,SCAPHOID-RADIUS JOINT,SCAPHOID-RADIUS JOINT,Scaphoid-Radius Joint,
C74456,C127678,SCAPHOID-TRAPEZIUM JOINT,SCAPHOID-TRAPEZIUM JOINT,Scaphoid-Trapezium Joint,
C74456,C142316,SCAPHOID-TRAPEZOID JOINT,SCAPHOID-TRAPEZOID JOINT,Scaphoid-Trapezoid Joint,
C74456,C12783,SCAPULA,SCAPULA,Scapula,Shoulder Blade
C74456,C52810,SCIATIC NERVE,SCIATIC NERVE,Sciatic Nerve,
C74456,C12784,SCLERA,SCLERA,Sclera,
C74456,C12785,SCROTUM,SCROTUM,Scrotum,
C74456,C33519,SEBACEOUS GLAND,SEBACEOUS GLAND,Sebaceous Gland,
C74456,C102344,SECOND DIAGONAL BRANCH ARTERY,SECOND DIAGONAL BRANCH ARTERY,Second Diagonal Branch Artery,2ND DIAG; SECOND DIAGONAL BRANCH ARTERY SEGMENT
C74456,C102345,SECOND LEFT POSTEROLATERAL BRANCH ARTERY,SECOND LEFT POSTEROLATERAL BRANCH ARTERY,Second Left Posterolateral Branch Artery,2ND LPL; SECOND LEFT POSTEROLATERAL BRANCH ARTERY SEGMENT
C74456,C102346,SECOND OBTUSE MARGINAL BRANCH ARTERY,SECOND OBTUSE MARGINAL BRANCH ARTERY,Second Obtuse Marginal Branch Artery,2ND OM; SECOND OBTUSE MARGINAL BRANCH ARTERY SEGMENT
C74456,C102347,SECOND RIGHT POSTEROLATERAL ARTERY,SECOND RIGHT POSTEROLATERAL ARTERY,Second Right Posterolateral Artery,2ND RPL; SECOND RIGHT POSTEROLATERAL ARTERY SEGMENT
C74456,C52987,SEMIMEMBRANOSUS MUSCLE,SEMIMEMBRANOSUS MUSCLE,Semimembranosus Muscle,
C74456,C12787,SEMINAL VESICLE,SEMINAL VESICLE,Seminal Vesicle,Seminal Sacs
C74456,C53176,SEMITENDINOSUS MUSCLE,SEMITENDINOSUS MUSCLE,Semitendinosus,
C74456,C154777,SENSORIMOTOR CORTEX,SENSORIMOTOR CORTEX,Sensorimotor Cortex,
C74456,C33540,SERRATUS ANTERIOR MUSCLE,SERRATUS ANTERIOR MUSCLE,Serratus Anterior Muscle,
C74456,C154780,SHIN,SHIN,Shin,
C74456,C204654,SHOULDER ABDUCTOR MUSCLES,SHOULDER ABDUCTOR MUSCLES,Shoulder Abductor Muscles,
C74456,C204659,SHOULDER EXTERNAL ROTATOR MUSCLES,SHOULDER EXTERNAL ROTATOR MUSCLES,Shoulder External Rotator Muscles,
C74456,C161387,SHOULDER JOINT TENDONS,SHOULDER JOINT TENDONS,Shoulder Joint Tendons,
C74456,C33548,SHOULDER JOINT,SHOULDER JOINT,Shoulder Joint,Shoulder Joint
C74456,C225668,SHOULDER MUSCLE,SHOULDER MUSCLE,Shoulder Muscle,
C74456,C225669,SHOULDER SOFT TISSUE,SHOULDER SOFT TISSUE,Shoulder Soft Tissue,
C74456,C25203,SHOULDER,SHOULDER,Shoulder,Shoulder
C74456,C166111,SIGMOID SINUS,SIGMOID SINUS,Sinus Sigmoideus,Pars Sigmoid
C74456,C33556,SINUS,SINUS,Sinus,Sinus
C74456,C198298,SKIN ABOVE THE EYEBROW,SKIN ABOVE THE EYEBROW,Skin Above the Eyebrow,
C74456,C170599,SKIN AROUND THE EYE,SKIN AROUND THE EYE,Skin Around the Eye,
C74456,C170600,SKIN AROUND THE MOUTH,SKIN AROUND THE MOUTH,Skin Around the Mouth,
C74456,C142317,SKIN BETWEEN EYEBROWS,SKIN BETWEEN EYEBROWS,Skin Between the Eyebrows,
C74456,C170602,SKIN FOLD,SKIN FOLD,Skinfold,
C74456,C116164,SKIN OF THE AXILLA,SKIN OF THE AXILLA,Skin of the Axilla,
C74456,C142318,SKIN OF THE BACK,SKIN OF THE BACK,Skin Of The Back,
C74456,C170603,SKIN OF THE BENDING JOINT,SKIN OF THE BENDING JOINT,Skin of the Bending Joint,
C74456,C150855,SKIN OF THE BUTTOCK,SKIN OF THE BUTTOCK,Skin of the Buttock,
C74456,C161379,SKIN OF THE CHEST,SKIN OF THE CHEST,Skin of the Chest,
C74456,C142319,SKIN OF THE CHIN,SKIN OF THE CHIN,Skin Of The Chin,
C74456,C49481,SKIN OF THE EAR,SKIN OF THE EAR,Ear Skin,
C74456,C52755,SKIN OF THE ELBOW,SKIN OF THE ELBOW,Elbow Skin,
C74456,C33561,SKIN OF THE FACE,SKIN OF THE FACE,Skin of the Face,
C74456,C52720,SKIN OF THE FINGER,SKIN OF THE FINGER,Hand Digit Skin,
C74456,C52750,SKIN OF THE FOOT,SKIN OF THE FOOT,Foot Skin,
C74456,C161378,SKIN OF THE FOREARM,SKIN OF THE FOREARM,Skin of the Forearm,
C74456,C52753,SKIN OF THE HAND,SKIN OF THE HAND,Hand Skin,
C74456,C52757,SKIN OF THE HEAD,SKIN OF THE HEAD,Head Skin,
C74456,C161391,SKIN OF THE INFRASCAPULAR REGION,SKIN OF THE INFRASCAPULAR REGION,Skin of the Infrascapular Region,
C74456,C161380,SKIN OF THE INGUINAL REGION,SKIN OF THE INGUINAL REGION,Skin of the Inguinal Region,
C74456,C64859,SKIN OF THE KNEE,SKIN OF THE KNEE,Knee Skin,
C74456,C12291,SKIN OF THE LIP,SKIN OF THE LIP,Skin of the Lip,
C74456,C164047,SKIN OF THE LOWER LIMB,SKIN OF THE LOWER LIMB,Skin of the Lower Extremity,
C74456,C52756,SKIN OF THE NECK,SKIN OF THE NECK,Neck Skin,
C74456,C198299,SKIN OF THE OUTER CANTHUS OF THE EYE,SKIN OF THE OUTER CANTHUS OF THE EYE,Skin of the Outer Canthus of the Eye,
C74456,C170604,SKIN OF THE PALM,SKIN OF THE PALM,Skin of the Palm,
C74456,C170606,SKIN OF THE SOLE,SKIN OF THE SOLE,Skin of the Sole,
C74456,C150856,SKIN OF THE THIGH,SKIN OF THE THIGH,Skin of the Thigh,
C74456,C12295,SKIN OF THE TRUNK,SKIN OF THE TRUNK,Skin of the Trunk,Skin of the Trunk
C74456,C164048,SKIN OF THE UPPER LIMB,SKIN OF THE UPPER LIMB,Skin of the Upper Extremity,
C74456,C198300,SKIN UNDER THE EYE,SKIN UNDER THE EYE,Skin Under the Eye,Skin of the Tear Trough
C74456,C12470,SKIN,SKIN,Skin,Integument; Skin
C74456,C12789,SKULL,SKULL,Skull,"Bone, Skull; Cranium; Skull Bone"
C74456,C12493,"SKULL, BASE","SKULL, BASE",Base of the Skull,Base of the Skull
C74456,C33568,SMALL INTESTINAL MUCOSA,SMALL INTESTINAL MUCOSA,Small Intestinal Mucosa,Small Bowel Mucosa
C74456,C12386,SMALL INTESTINE,SMALL INTESTINE,Small Intestine,
C74456,C33546,SMALL SAPHENOUS VEIN,SMALL SAPHENOUS VEIN,Short Saphenous Vein,
C74456,C186138,SNOUT,SNOUT,Snout,Muzzle
C74456,C12231,SOFT PALATE,SOFT PALATE,Soft Palate,
C74456,C12471,SOFT TISSUE,SOFT TISSUE,Soft Tissue,Soft Tissue
C74456,C33326,SOLE,SOLE,Plantar Region,
C74456,C53075,SOLEUS MUSCLE,SOLEUS MUSCLE,Soleus,
C74456,C12790,SPHENOID BONE,SPHENOID BONE,Sphenoid Bone,
C74456,C12278,SPHENOID SINUS,SPHENOID SINUS,Sphenoid Sinus,
C74456,C32041,SPINAL ACCESSORY NERVE,SPINAL ACCESSORY NERVE,Accessory Nerve,ACCESSORY NERVE; CRANIAL ACCESSORY NERVE
C74456,C33869,SPINAL CANAL,SPINAL CANAL,Vertebral Canal,Vertebral Canal
C74456,C186139,SPINAL CORD PARENCHYMA,SPINAL CORD PARENCHYMA,Spinal Cord Parenchyma,
C74456,C12464,SPINAL CORD,SPINAL CORD,Spinal Cord,Medulla Spinalis
C74456,C12892,"SPINAL CORD, CERVICAL","SPINAL CORD, CERVICAL",Cervical Spinal Cord,
C74456,C116112,SPINOUS PROCESS,SPINOUS PROCESS,Spinous Process,
C74456,C12432,SPLEEN,SPLEEN,Spleen,
C74456,C33601,"SPLEEN, HILUM","SPLEEN, HILUM",Splenic Hilum,Splenic Hilum
C74456,C33597,SPLENIC ARTERY,SPLENIC ARTERY,Splenic Artery,
C74456,C33600,SPLENIC HILAR LYMPH NODE,SPLENIC HILAR LYMPH NODE,Splenic Hilar Lymph Node,
C74456,C142320,SPLENIC LYMPH NODE,SPLENIC LYMPH NODE,Splenic Lymph Node,
C74456,C33608,SPLENIC VEIN,SPLENIC VEIN,Splenic Vein,
C74456,C52730,STERNAL MANUBRIUM,STERNAL MANUBRIUM,Sternal Manubrium,Sternal Manubrium
C74456,C176320,STERNEBRA,STERNEBRA,Sternebra,
C74456,C33615,STERNOCLAVICULAR JOINT,STERNOCLAVICULAR JOINT,Sternoclavicular Joint,Sternoclavicular Joint
C74456,C33616,STERNOCLEIDOMASTOID MUSCLE,STERNOCLEIDOMASTOID MUSCLE,Sternocleidomastoid Muscle,SCM; Sternomastoid Muscle
C74456,C12793,STERNUM,STERNUM,Sternum,Sterna
C74456,C186140,STOMACH WALL,STOMACH WALL,Stomach Wall,Gastric Wall
C74456,C12391,STOMACH,STOMACH,Stomach,
C74456,C142370,STRIATUM,STRIATUM,Striatum Nuclei,
C74456,C225670,SUBACROMIAL BURSA,SUBACROMIAL BURSA,Subacromial Bursa,
C74456,C225671,SUBAORTIC LYMPH NODE,SUBAORTIC LYMPH NODE,Subaortic Lymph Node,
C74456,C156507,SUBARACHNOID SPACE,SUBARACHNOID SPACE,Subarachnoid Space,Subarachnoid; Subarachnoid Area
C74456,C117873,SUBCARINAL LYMPH NODE,SUBCARINAL LYMPH NODE,Subcarinal Lymph Node,
C74456,C33643,SUBCLAVIAN ARTERY,SUBCLAVIAN ARTERY,Subclavian Artery,
